fecha,consumo_zona_1,temperatura,humedad,velocidad_viento,flujo_difuso_general,flujo_difuso
10/9/2017 20:30,45979.16849,19.63,73.1,0.079,0.069,0.13
10/9/2017 20:40,45197.72429,19.59,74.1,0.08,0.055,0.137
10/9/2017 20:50,44876.32385,19.81,74.3,0.072,0.062,0.104
10/9/2017 21:00,44302.84464,20.0,74.7,0.083,0.044,0.1
10/9/2017 21:10,43760.87527,19.93,74.9,0.098,0.055,0.119
10/9/2017 21:20,43042.45077,20.11,75.0,0.097,0.062,0.104
10/9/2017 21:30,42739.95624,19.98,76.2,0.095,0.051,0.122
10/9/2017 21:40,41876.58643,20.29,76.4,0.081,0.069,0.107
10/9/2017 21:50,40931.29103,20.31,76.3,0.086,0.062,0.096
10/9/2017 22:00,39847.3523,20.41,75.9,0.08,0.059,0.096
10/9/2017 22:10,39059.60613,20.78,76.0,0.086,0.055,0.111
10/9/2017 22:20,37647.96499,20.54,77.1,0.09,0.113,0.082
10/9/2017 22:30,36727.87746,20.47,79.2,0.086,0.055,0.167
10/9/2017 22:40,35618.73085,20.69,79.9,0.081,0.069,0.085
10/9/2017 22:50,34900.30635,20.85,80.3,0.086,0.069,0.163
10/9/2017 23:00,33980.21882,20.56,81.3,0.09,0.073,0.189
10/9/2017 23:10,33419.34354,20.61,81.7,0.082,0.062,0.122
10/9/2017 23:20,32845.86433,20.69,82.2,0.074,0.062,0.13
10/9/2017 23:30,32058.11816,20.76,82.3,0.077,0.062,0.107
10/9/2017 23:40,31440.52516,20.64,82.6,0.076,0.069,0.067
10/9/2017 23:50,30785.12035,20.58,83.2,0.07,0.062,0.13
10/10/2017 0:00,30003.67615,20.66,83.6,0.073,0.044,0.111
10/10/2017 0:10,29241.13786,20.7,83.9,0.075,0.059,0.119
10/10/2017 0:20,28869.32166,20.61,84.6,0.071,0.048,0.144
10/10/2017 0:30,28667.65864,20.61,84.9,0.07,0.051,0.1
10/10/2017 0:40,28144.59519,20.56,85.3,0.073,0.059,0.111
10/10/2017 0:50,27810.59081,20.42,85.5,0.075,0.029,0.159
10/10/2017 1:00,27564.814,20.33,85.7,0.069,0.059,0.137
10/10/2017 1:10,27375.75492,20.26,85.9,0.072,0.066,0.133
10/10/2017 1:20,26972.42888,20.17,86.0,0.072,0.044,0.119
10/10/2017 1:30,26657.33042,20.13,86.2,0.07,0.029,0.163
10/10/2017 1:40,26613.21663,20.13,86.1,0.068,0.055,0.156
10/10/2017 1:50,26493.47921,20.16,85.9,0.07,0.051,0.174
10/10/2017 2:00,26203.58862,20.2,85.6,0.069,0.055,0.148
10/10/2017 2:10,26272.91028,20.27,85.3,0.075,0.048,0.093
10/10/2017 2:20,26247.70241,20.21,85.1,0.078,0.059,0.144
10/10/2017 2:30,26172.07877,20.22,85.1,0.078,0.055,0.163
10/10/2017 2:40,25894.79212,20.16,85.0,0.079,0.066,0.115
10/10/2017 2:50,25976.71772,20.15,85.0,0.078,0.033,0.174
10/10/2017 3:00,25756.1488,20.04,84.9,0.076,0.066,0.144
10/10/2017 3:10,25718.33698,19.96,85.1,0.073,0.059,0.141
10/10/2017 3:20,25825.47046,19.84,85.1,0.065,0.044,0.115
10/10/2017 3:30,25926.30197,19.78,85.2,0.073,0.066,0.163
10/10/2017 3:40,25856.98031,19.74,85.4,0.07,0.044,0.141
10/10/2017 3:50,25831.77243,19.69,85.6,0.07,0.04,0.141
10/10/2017 4:00,25869.58425,19.63,85.9,0.074,0.051,0.13
10/10/2017 4:10,25768.75274,19.69,86.5,0.072,0.062,0.104
10/10/2017 4:20,25819.16849,20.05,86.6,0.067,0.033,0.126
10/10/2017 4:30,26064.9453,20.13,86.5,0.073,0.077,0.1
10/10/2017 4:40,26279.21225,20.11,86.7,0.075,0.029,0.167
10/10/2017 4:50,26997.63676,20.09,86.9,0.077,0.055,0.13
10/10/2017 5:00,27123.67615,20.04,87.3,0.073,0.051,0.141
10/10/2017 5:10,27104.77024,20.04,87.5,0.071,0.044,0.122
10/10/2017 5:20,27161.48796,20.06,87.7,0.069,0.051,0.13
10/10/2017 5:30,27262.31947,19.99,87.9,0.068,0.051,0.126
10/10/2017 5:40,27111.07221,19.94,88.0,0.075,0.051,0.156
10/10/2017 5:50,26291.81619,19.88,88.2,0.068,0.033,0.152
10/10/2017 6:00,26146.8709,19.83,88.3,0.063,0.048,0.174
10/10/2017 6:10,26071.24726,19.77,88.5,0.064,0.048,0.126
10/10/2017 6:20,25995.62363,19.8,88.5,0.068,0.048,0.137
10/10/2017 6:30,25630.10941,19.86,88.6,0.069,0.04,0.115
10/10/2017 6:40,25233.08534,19.91,88.6,0.065,0.048,0.137
10/10/2017 6:50,25056.6302,19.86,88.6,0.067,0.073,0.144
10/10/2017 7:00,25762.45077,19.88,88.7,0.072,0.084,0.226
10/10/2017 7:10,26524.98906,19.89,88.7,0.068,0.369,0.374
10/10/2017 7:20,26732.95405,19.88,88.9,0.069,3.265,2.634
10/10/2017 7:30,26890.50328,19.92,89.0,0.07,15.2,11.88
10/10/2017 7:40,26966.12691,19.97,89.1,0.066,6.475,5.087
10/10/2017 7:50,27192.99781,20.05,89.2,0.065,10.74,8.6
10/10/2017 8:00,27331.64114,20.09,89.3,0.066,20.65,16.58
10/10/2017 8:10,27961.83807,20.05,89.4,0.071,22.08,17.93
10/10/2017 8:20,28573.1291,20.06,89.5,0.068,15.35,12.14
10/10/2017 8:30,29026.8709,20.07,89.7,0.066,13.4,10.8
10/10/2017 8:40,29316.76149,20.03,89.8,0.062,13.77,11.0
10/10/2017 8:50,29776.80525,19.98,89.9,0.065,17.69,14.23
10/10/2017 9:00,30280.9628,19.97,90.1,0.066,26.38,21.51
10/10/2017 9:10,30652.77899,19.94,90.2,0.065,28.88,23.41
10/10/2017 9:20,31150.63457,19.86,90.2,0.068,36.04,28.28
10/10/2017 9:30,31629.58425,19.76,90.5,0.07,47.65,37.4
10/10/2017 9:40,32102.23195,19.88,90.6,0.07,59.8,48.6
10/10/2017 9:50,32461.4442,19.87,90.6,0.067,52.22,41.26
10/10/2017 10:00,33072.73523,19.94,91.1,0.072,124.6,95.5
10/10/2017 10:10,33287.00219,20.02,90.8,0.065,123.3,99.7
10/10/2017 10:20,33539.08096,20.06,90.9,0.071,108.9,80.1
10/10/2017 10:30,33784.85777,20.23,91.1,0.073,45.24,35.37
10/10/2017 10:40,33728.14004,20.16,91.0,0.074,61.96,50.83
10/10/2017 10:50,34402.45077,20.14,91.2,0.077,76.1,63.16
10/10/2017 11:00,34767.96499,20.18,91.2,0.073,167.5,131.1
10/10/2017 11:10,34585.20788,20.09,89.6,0.072,316.1,234.8
10/10/2017 11:20,34742.75711,20.47,87.7,0.079,277.0,202.4
10/10/2017 11:30,34849.89059,20.91,85.1,0.077,202.5,153.1
10/10/2017 11:40,35108.27133,21.49,80.6,0.076,343.9,222.3
10/10/2017 11:50,35259.5186,22.25,76.1,0.078,437.9,283.4
10/10/2017 12:00,34812.07877,22.75,70.1,0.08,664.0,312.4
10/10/2017 12:10,35032.6477,22.88,68.87,0.079,438.1,306.6
10/10/2017 12:20,35032.6477,22.71,68.5,0.079,587.1,302.6
10/10/2017 12:30,35209.10284,23.09,68.93,0.079,660.3,282.1
10/10/2017 12:40,35164.98906,23.59,65.7,0.078,766.0,237.6
10/10/2017 12:50,35309.93435,24.16,62.4,0.078,818.0,187.3
10/10/2017 13:00,35335.14223,24.59,59.93,0.078,688.0,193.0
10/10/2017 13:10,34774.26696,24.97,58.26,0.078,743.0,199.1
10/10/2017 13:20,34894.00438,25.21,56.69,0.079,534.7,252.9
10/10/2017 13:30,34667.13348,25.3,54.66,0.077,481.6,273.4
10/10/2017 13:40,34515.88621,25.47,54.69,0.08,518.8,295.6
10/10/2017 13:50,36129.19037,25.37,54.26,0.08,461.2,292.2
10/10/2017 14:00,36078.77462,25.43,54.36,0.077,293.2,231.2
10/10/2017 14:10,35864.50766,24.89,58.46,0.079,153.1,126.2
10/10/2017 14:20,35940.13129,24.35,60.46,0.081,303.1,216.3
10/10/2017 14:30,36072.47265,24.61,58.6,0.077,293.8,201.3
10/10/2017 14:40,35738.46827,24.81,56.29,0.079,490.3,207.7
10/10/2017 14:50,35650.2407,25.15,53.73,0.08,480.5,178.8
10/10/2017 15:00,35417.06783,25.24,52.96,0.08,194.6,163.2
10/10/2017 15:10,35095.6674,25.09,51.62,0.08,221.2,187.1
10/10/2017 15:20,34616.71772,25.34,51.26,0.077,459.8,174.3
10/10/2017 15:30,34799.47484,25.8,50.02,0.083,473.0,170.1
10/10/2017 15:40,34925.51422,25.55,50.82,0.084,252.9,177.5
10/10/2017 15:50,34673.43545,25.25,51.42,0.086,240.6,159.3
10/10/2017 16:00,34383.54486,25.39,51.06,0.08,286.3,122.6
10/10/2017 16:10,34118.86214,25.26,51.26,0.083,186.2,142.8
10/10/2017 16:20,34036.93654,25.3,50.82,0.082,215.1,113.2
10/10/2017 16:30,33992.82276,25.69,49.96,0.083,377.3,89.4
10/10/2017 16:40,34099.95624,25.77,48.62,0.09,255.9,77.8
10/10/2017 16:50,34011.72867,25.43,48.29,0.097,117.3,70.0
10/10/2017 17:00,34478.0744,25.29,47.69,0.103,97.1,81.8
10/10/2017 17:10,34591.50985,25.3,47.29,0.086,93.6,76.5
10/10/2017 17:20,35253.21663,25.27,47.18,0.084,85.4,55.48
10/10/2017 17:30,36463.19475,25.28,47.68,0.089,163.0,50.47
10/10/2017 17:40,37597.54923,25.17,48.38,0.083,120.4,52.88
10/10/2017 17:50,39469.23414,25.06,48.85,0.082,104.8,51.73
10/10/2017 18:00,42733.65427,25.01,49.92,0.085,53.27,42.32
10/10/2017 18:10,45525.4267,24.83,50.95,0.082,46.64,29.61
10/10/2017 18:20,46489.62801,24.73,51.85,0.09,24.51,20.2
10/10/2017 18:30,46319.47484,24.58,52.25,0.084,13.82,11.69
10/10/2017 18:40,46432.91028,24.46,52.65,0.083,7.22,6.165
10/10/2017 18:50,46565.25164,24.33,52.92,0.091,2.845,2.353
10/10/2017 19:00,46338.38074,24.3,52.65,0.093,0.782,0.637
10/10/2017 19:10,46766.91466,24.26,52.85,0.09,0.168,0.152
10/10/2017 19:20,46911.85996,24.17,53.25,0.09,0.106,0.056
10/10/2017 19:30,46640.87527,24.12,53.32,0.089,0.113,0.056
10/10/2017 19:40,46376.19256,24.08,52.89,0.084,0.073,0.067
10/10/2017 19:50,46590.45952,23.88,52.75,0.088,0.091,0.059
10/10/2017 20:00,46596.76149,23.69,53.62,0.092,0.073,0.1
10/10/2017 20:10,46514.83589,23.62,55.36,0.087,0.091,0.096
10/10/2017 20:20,46218.64333,23.38,56.06,0.094,0.121,0.063
10/10/2017 20:30,45884.63895,23.13,57.06,0.09,0.069,0.078
10/10/2017 20:40,45254.44201,22.68,58.76,0.093,0.088,0.089
10/10/2017 20:50,44945.64551,22.55,59.59,0.095,0.088,0.082
10/10/2017 21:00,44397.37418,22.32,60.62,0.093,0.091,0.07
10/10/2017 21:10,44012.95405,22.21,61.39,0.093,0.084,0.089
10/10/2017 21:20,43155.88621,22.15,62.13,0.101,0.084,0.085
10/10/2017 21:30,42254.7046,22.24,62.46,0.103,0.084,0.096
10/10/2017 21:40,41523.67615,22.26,62.63,0.101,0.099,0.074
10/10/2017 21:50,40477.54923,22.08,63.32,0.12,0.059,0.119
10/10/2017 22:00,39525.95186,21.92,63.99,0.11,0.077,0.067
10/10/2017 22:10,38479.82495,21.8,64.79,0.117,0.051,0.115
10/10/2017 22:20,37503.01969,21.69,65.22,0.102,0.077,0.104
10/10/2017 22:30,36677.46171,21.53,67.23,0.128,0.069,0.104
10/10/2017 22:40,36242.62582,21.08,69.76,0.125,0.077,0.1
10/10/2017 22:50,35278.42451,20.48,71.6,0.114,0.084,0.115
10/10/2017 23:00,34352.03501,20.09,73.3,0.1,0.066,0.119
10/10/2017 23:10,33791.15974,19.97,74.4,0.126,0.077,0.074
10/10/2017 23:20,32997.1116,19.81,76.2,0.128,0.073,0.104
10/10/2017 23:30,32486.65208,20.63,76.0,0.151,0.08,0.13
10/10/2017 23:40,31837.54923,21.3,69.52,0.156,0.077,0.107
10/10/2017 23:50,31207.3523,21.23,67.16,0.152,0.062,0.122
10/11/2017 0:00,30539.34354,21.13,67.29,0.161,0.073,0.1
10/11/2017 0:10,30161.22538,21.26,66.72,0.155,0.069,0.144
10/11/2017 0:20,29606.65208,21.41,65.79,0.169,0.073,0.144
10/11/2017 0:30,29159.21225,21.56,64.86,0.155,0.095,0.082
10/11/2017 0:40,29026.8709,21.5,64.42,0.168,0.062,0.093
10/11/2017 0:50,28648.75274,21.43,64.29,0.161,0.069,0.096
10/11/2017 1:00,28283.23851,21.25,64.79,0.165,0.055,0.156
10/11/2017 1:10,27879.91247,20.91,65.99,0.198,0.073,0.144
10/11/2017 1:20,27482.8884,20.58,67.86,0.215,0.062,0.133
10/11/2017 1:30,27457.68053,20.26,69.29,0.206,0.088,0.126
10/11/2017 1:40,26991.33479,20.19,70.3,0.191,0.059,0.111
10/11/2017 1:50,26877.89934,20.01,71.5,0.19,0.069,0.096
10/11/2017 2:00,26770.76586,19.79,72.4,0.198,0.077,0.115
10/11/2017 2:10,26701.4442,19.71,72.6,0.211,0.073,0.119
10/11/2017 2:20,26146.8709,19.61,73.1,0.221,0.048,0.111
10/11/2017 2:30,26165.77681,19.66,73.3,0.224,0.055,0.126
10/11/2017 2:40,26083.8512,19.67,73.1,0.172,0.069,0.137
10/11/2017 2:50,26071.24726,19.69,73.0,0.233,0.084,0.144
10/11/2017 3:00,26046.03939,19.58,73.4,0.232,0.055,0.104
10/11/2017 3:10,26165.77681,19.62,73.6,0.192,0.11,0.089
10/11/2017 3:20,25888.49015,19.56,73.9,0.221,0.069,0.133
10/11/2017 3:30,26052.34136,19.45,74.4,0.192,0.04,0.159
10/11/2017 3:40,26083.8512,19.6,74.3,0.23,0.077,0.174
10/11/2017 3:50,26014.52954,19.54,74.3,0.255,0.099,0.078
10/11/2017 4:00,25945.20788,20.09,75.3,0.284,0.051,0.107
10/11/2017 4:10,25976.71772,21.14,72.7,0.281,0.051,0.144
10/11/2017 4:20,26115.36105,21.37,68.53,0.259,0.048,0.174
10/11/2017 4:30,26304.42013,20.9,69.99,0.224,0.084,0.089
10/11/2017 4:40,26512.38512,20.75,70.3,0.229,0.069,0.133
10/11/2017 4:50,27111.07221,20.89,70.6,0.274,0.062,0.141
10/11/2017 5:00,27539.60613,20.94,69.96,0.28,0.091,0.111
10/11/2017 5:10,27445.07659,20.78,70.6,0.173,0.029,0.156
10/11/2017 5:20,27445.07659,20.96,69.86,0.08,0.066,0.119
10/11/2017 5:30,27539.60613,21.01,69.03,0.077,0.073,0.107
10/11/2017 5:40,27621.53173,21.23,67.3,0.08,0.066,0.122
10/11/2017 5:50,26657.33042,21.22,67.16,0.08,0.091,0.093
10/11/2017 6:00,26197.28665,21.3,65.42,0.082,0.066,0.107
10/11/2017 6:10,26197.28665,21.26,65.09,0.081,0.073,0.063
10/11/2017 6:20,26096.45514,21.7,64.83,0.08,0.088,0.085
10/11/2017 6:30,25674.22319,22.1,61.82,0.08,0.059,0.07
10/11/2017 6:40,25302.407,22.14,61.92,0.082,0.08,0.119
10/11/2017 6:50,24993.6105,22.29,60.29,0.08,0.099,0.126
10/11/2017 7:00,25775.0547,22.52,59.06,0.081,0.197,0.167
10/11/2017 7:10,26033.43545,22.49,58.69,0.084,0.94,0.73
10/11/2017 7:20,26386.34573,22.43,59.09,0.081,2.519,2.123
10/11/2017 7:30,27022.84464,22.21,60.96,0.081,4.918,4.046
10/11/2017 7:40,27552.21007,21.85,65.0,0.081,11.5,9.02
10/11/2017 7:50,28541.61926,21.52,67.93,0.08,19.86,16.44
10/11/2017 8:00,29007.96499,21.19,70.6,0.079,35.36,29.35
10/11/2017 8:10,29070.98468,20.87,72.7,0.079,51.21,41.44
10/11/2017 8:20,29726.3895,20.86,72.8,0.082,97.9,37.35
10/11/2017 8:30,30136.01751,21.18,72.1,0.08,52.3,38.88
10/11/2017 8:40,30640.17505,21.71,68.97,0.081,125.9,46.87
10/11/2017 8:50,30936.36761,22.25,65.23,0.082,227.4,57.64
10/11/2017 9:00,31427.92123,22.76,62.83,0.08,338.6,82.8
10/11/2017 9:10,32140.04376,22.98,60.72,0.079,339.0,97.0
10/11/2017 9:20,32455.14223,23.14,59.96,0.084,406.1,113.6
10/11/2017 9:30,32852.1663,23.68,58.46,0.08,404.3,137.2
10/11/2017 9:40,33539.08096,23.88,58.13,0.08,276.4,127.4
10/11/2017 9:50,33658.81838,23.92,54.49,0.082,143.3,96.3
10/11/2017 10:00,34345.73304,23.82,54.36,0.082,99.4,62.65
10/11/2017 10:10,35095.6674,23.81,54.19,0.084,91.3,41.78
10/11/2017 10:20,35209.10284,24.05,54.32,0.081,445.4,44.24
10/11/2017 10:30,35587.22101,24.72,51.46,0.082,535.9,52.39
10/11/2017 10:40,36072.47265,25.3,49.76,0.079,421.6,80.8
10/11/2017 10:50,35839.29978,25.42,47.59,0.085,572.3,127.0
10/11/2017 11:00,35858.20569,25.39,46.39,0.086,290.4,158.2
10/11/2017 11:10,36230.02188,25.5,46.29,0.079,272.5,157.2
10/11/2017 11:20,36167.00219,25.31,46.72,0.082,358.8,128.7
10/11/2017 11:30,35990.54705,25.37,45.82,0.082,266.7,184.9
10/11/2017 11:40,36488.40263,25.34,46.02,0.079,258.5,210.8
10/11/2017 11:50,36942.14442,25.4,46.52,0.079,227.2,172.8
10/11/2017 12:00,37093.39168,25.47,46.62,0.083,498.9,253.9
10/11/2017 12:10,37074.48578,25.72,45.75,0.081,341.2,225.1
10/11/2017 12:20,37099.69365,25.75,45.55,0.084,463.5,212.8
10/11/2017 12:30,37465.20788,26.27,44.29,0.08,484.7,232.7
10/11/2017 12:40,37389.58425,26.45,42.42,0.084,263.7,206.0
10/11/2017 12:50,36954.74836,26.37,42.38,0.08,215.0,151.7
10/11/2017 13:00,37295.0547,26.15,43.89,0.083,203.7,160.3
10/11/2017 13:10,37370.67834,26.1,44.09,0.082,376.4,184.9
10/11/2017 13:20,37301.35667,25.85,50.49,0.081,141.1,113.4
10/11/2017 13:30,37143.80744,24.54,57.49,0.083,166.5,135.9
10/11/2017 13:40,37093.39168,23.87,60.36,0.082,175.2,151.3
10/11/2017 13:50,37105.99562,23.65,61.06,0.079,208.0,161.8
10/11/2017 14:00,37156.41138,23.59,61.16,0.082,104.5,90.3
10/11/2017 14:10,37036.67396,23.57,61.59,0.078,67.94,57.11
10/11/2017 14:20,36633.34792,23.45,61.73,0.085,72.0,61.19
10/11/2017 14:30,36608.14004,23.53,61.49,0.082,60.6,52.77
10/11/2017 14:40,36633.34792,23.68,61.09,0.081,67.56,55.08
10/11/2017 14:50,35927.52735,23.8,60.96,0.082,100.1,83.3
10/11/2017 15:00,35568.3151,23.99,60.93,0.08,126.1,107.3
10/11/2017 15:10,35303.63239,23.71,62.99,0.083,131.0,114.5
10/11/2017 15:20,35328.84026,23.42,63.86,0.083,164.5,139.7
10/11/2017 15:30,34906.60832,23.36,63.83,0.083,134.1,112.9
10/11/2017 15:40,34856.19256,23.3,63.66,0.082,164.8,136.5
10/11/2017 15:50,35057.85558,23.5,62.86,0.079,272.8,147.0
10/11/2017 16:00,34975.92998,23.69,61.22,0.081,171.3,138.1
10/11/2017 16:10,34843.58862,23.74,60.49,0.081,151.0,114.6
10/11/2017 16:20,35032.6477,23.95,59.95,0.083,144.4,117.0
10/11/2017 16:30,34780.56893,24.05,59.15,0.081,91.5,76.0
10/11/2017 16:40,35177.593,24.19,57.45,0.083,86.4,68.71
10/11/2017 16:50,35265.82057,24.29,56.42,0.081,84.7,69.5
10/11/2017 17:00,35480.08753,24.14,56.32,0.082,64.0,51.24
10/11/2017 17:10,35889.71554,23.91,58.12,0.075,44.49,39.28
10/11/2017 17:20,36280.43764,23.72,61.35,0.069,49.25,43.79
10/11/2017 17:30,37862.23195,23.42,62.42,0.069,58.71,43.83
10/11/2017 17:40,40420.83151,23.41,62.89,0.067,83.9,56.57
10/11/2017 17:50,42134.96718,23.26,63.56,0.073,62.59,38.71
10/11/2017 18:00,44252.42888,23.19,63.79,0.078,35.0,27.21
10/11/2017 18:10,46779.5186,23.11,63.29,0.082,27.08,21.7
10/11/2017 18:20,47472.73523,23.08,61.22,0.083,17.14,14.49
10/11/2017 18:30,47598.77462,23.05,60.29,0.088,9.51,8.33
10/11/2017 18:40,47233.26039,23.08,59.69,0.086,4.084,3.505
10/11/2017 18:50,47138.73085,23.12,59.79,0.086,1.389,1.204
10/11/2017 19:00,46962.27571,23.1,59.82,0.084,0.446,0.322
10/11/2017 19:10,47428.62144,23.03,60.29,0.083,0.135,0.07
10/11/2017 19:20,47441.22538,22.96,61.06,0.081,0.084,0.093
10/11/2017 19:30,47397.1116,22.85,61.79,0.081,0.066,0.063
10/11/2017 19:40,47390.80963,22.72,62.76,0.08,0.08,0.078
10/11/2017 19:50,47365.60175,22.58,63.36,0.081,0.069,0.078
10/11/2017 20:00,47113.52298,22.44,63.99,0.082,0.077,0.089
10/11/2017 20:10,46514.83589,22.34,64.46,0.082,0.069,0.119
10/11/2017 20:20,45998.0744,22.24,65.22,0.083,0.066,0.119
10/11/2017 20:30,45531.72867,22.18,65.86,0.079,0.044,0.141
10/11/2017 20:40,45027.57112,22.13,66.06,0.082,0.059,0.115
10/11/2017 20:50,44977.15536,22.05,66.46,0.083,0.077,0.133
10/11/2017 21:00,44340.65646,21.95,67.26,0.08,0.077,0.148
10/11/2017 21:10,43672.6477,21.71,68.26,0.081,0.095,0.107
10/11/2017 21:20,43111.77243,21.5,68.96,0.082,0.055,0.096
10/11/2017 21:30,42519.38731,21.2,69.93,0.083,0.084,0.126
10/11/2017 21:40,41422.84464,21.11,70.5,0.08,0.077,0.126
10/11/2017 21:50,40502.75711,20.99,70.6,0.078,0.069,0.096
10/11/2017 22:00,39481.83807,20.34,71.6,0.07,0.095,0.096
10/11/2017 22:10,38549.14661,20.04,72.7,0.07,0.055,0.126
10/11/2017 22:20,37629.05908,20.0,73.2,0.073,0.066,0.107
10/11/2017 22:30,37024.07002,19.74,74.5,0.075,0.059,0.115
10/11/2017 22:40,36444.28884,19.69,75.1,0.074,0.062,0.141
10/11/2017 22:50,35347.74617,19.56,75.8,0.072,0.08,0.1
10/11/2017 23:00,34528.49015,19.48,76.2,0.069,0.062,0.159
10/11/2017 23:10,33866.78337,19.39,76.6,0.068,0.055,0.059
10/11/2017 23:20,33173.56674,19.28,77.2,0.067,0.069,0.104
10/11/2017 23:30,32518.16193,19.6,77.7,0.069,0.073,0.107
10/11/2017 23:40,31667.39606,19.63,77.1,0.08,0.066,0.141
10/11/2017 23:50,31232.56018,18.99,77.0,0.08,0.088,0.1
10/12/2017 0:00,30728.40263,18.95,77.8,0.08,0.059,0.111
10/12/2017 0:10,30123.41357,18.95,77.5,0.077,0.073,0.178
10/12/2017 0:20,29638.16193,18.6,78.3,0.078,0.08,0.089
10/12/2017 0:30,29222.23195,18.56,78.8,0.081,0.088,0.074
10/12/2017 0:40,28844.11379,18.82,79.1,0.073,0.051,0.174
10/12/2017 0:50,28661.35667,18.68,78.8,0.07,0.066,0.089
10/12/2017 1:00,28333.65427,18.37,79.4,0.072,0.08,0.115
10/12/2017 1:10,28100.4814,18.39,80.0,0.079,0.106,0.093
10/12/2017 1:20,27842.10066,18.46,80.3,0.083,0.062,0.115
10/12/2017 1:30,27558.51204,18.5,80.2,0.08,0.091,0.115
10/12/2017 1:40,27192.99781,18.49,80.7,0.079,0.069,0.067
10/12/2017 1:50,27117.37418,18.4,80.1,0.081,0.08,0.089
10/12/2017 2:00,27117.37418,18.16,80.0,0.079,0.055,0.107
10/12/2017 2:10,26783.3698,18.0,80.0,0.079,0.077,0.107
10/12/2017 2:20,26581.70678,18.08,80.5,0.087,0.059,0.119
10/12/2017 2:30,26493.47921,18.19,80.0,0.076,0.062,0.115
10/12/2017 2:40,26600.61269,18.09,80.0,0.069,0.073,0.126
10/12/2017 2:50,26524.98906,17.99,80.2,0.078,0.069,0.111
10/12/2017 3:00,26487.17724,17.99,80.2,0.079,0.077,0.152
10/12/2017 3:10,26310.7221,18.14,80.3,0.079,0.069,0.107
10/12/2017 3:20,26121.66302,17.82,80.5,0.076,0.04,0.193
10/12/2017 3:30,26165.77681,17.8,80.8,0.08,0.073,0.137
10/12/2017 3:40,26342.23195,18.11,80.6,0.08,0.084,0.148
10/12/2017 3:50,26380.04376,18.21,80.2,0.081,0.062,0.148
10/12/2017 4:00,26342.23195,18.5,79.5,0.078,0.048,0.137
10/12/2017 4:10,26424.15755,18.49,78.4,0.081,0.08,0.111
10/12/2017 4:20,26398.94967,18.51,77.9,0.079,0.066,0.141
10/12/2017 4:30,26638.42451,18.45,77.4,0.076,0.066,0.148
10/12/2017 4:40,26978.73085,18.17,77.2,0.077,0.073,0.119
10/12/2017 4:50,27287.52735,18.21,77.2,0.079,0.059,0.115
10/12/2017 5:00,27791.6849,18.52,76.1,0.081,0.084,0.133
10/12/2017 5:10,27842.10066,18.63,74.6,0.08,0.073,0.089
10/12/2017 5:20,28018.5558,18.67,73.7,0.079,0.08,0.078
10/12/2017 5:30,28012.25383,18.75,74.2,0.079,0.088,0.1
10/12/2017 5:40,27861.00656,18.53,73.3,0.08,0.062,0.1
10/12/2017 5:50,27293.82932,18.16,74.4,0.078,0.077,0.096
10/12/2017 6:00,27218.20569,17.71,76.5,0.079,0.077,0.085
10/12/2017 6:10,26972.42888,17.67,77.2,0.081,0.084,0.126
10/12/2017 6:20,26922.01313,17.87,76.7,0.082,0.069,0.07
10/12/2017 6:30,26443.06346,17.94,76.1,0.077,0.062,0.082
10/12/2017 6:40,26335.92998,17.67,76.0,0.08,0.069,0.119
10/12/2017 6:50,25800.26258,17.3,76.9,0.081,0.048,0.089
10/12/2017 7:00,26373.74179,17.05,77.9,0.078,0.135,0.148
10/12/2017 7:10,27192.99781,17.1,78.3,0.082,0.706,0.708
10/12/2017 7:20,27489.19037,17.15,78.2,0.079,3.086,2.49
10/12/2017 7:30,28384.07002,17.2,78.0,0.083,7.12,5.936
10/12/2017 7:40,28566.82713,17.05,78.4,0.078,17.1,10.46
10/12/2017 7:50,29209.62801,17.07,79.4,0.081,59.95,17.09
10/12/2017 8:00,29713.78556,17.3,79.6,0.078,82.9,21.26
10/12/2017 8:10,30577.15536,17.26,80.3,0.083,116.8,25.07
10/12/2017 8:20,30741.00656,17.32,80.5,0.086,147.7,28.22
10/12/2017 8:30,31087.61488,17.66,80.4,0.083,179.6,31.2
10/12/2017 8:40,31610.67834,18.01,79.0,0.081,206.1,35.14
10/12/2017 8:50,32568.57768,18.5,78.1,0.08,240.7,35.9
10/12/2017 9:00,33488.66521,18.84,76.7,0.079,269.7,35.65
10/12/2017 9:10,33948.70897,19.29,74.9,0.081,302.5,38.99
10/12/2017 9:20,34484.37637,19.92,73.3,0.08,348.1,50.31
10/12/2017 9:30,35057.85558,20.45,70.8,0.079,328.2,44.11
10/12/2017 9:40,35316.23632,20.91,69.4,0.084,203.5,41.72
10/12/2017 9:50,35883.41357,21.25,68.9,0.082,414.3,45.69
10/12/2017 10:00,36551.42232,21.63,67.33,0.082,459.7,53.71
10/12/2017 10:10,37036.67396,22.05,65.26,0.084,476.0,61.32
10/12/2017 10:20,36979.95624,22.41,63.1,0.082,487.1,50.19
10/12/2017 10:30,37162.71335,22.91,60.76,0.083,514.4,54.67
10/12/2017 10:40,37232.03501,23.28,58.09,0.082,542.2,61.99
10/12/2017 10:50,37263.54486,23.86,57.73,0.082,545.4,77.3
10/12/2017 11:00,37162.71335,24.25,54.19,0.079,505.6,123.0
10/12/2017 11:10,37225.73304,24.54,53.06,0.076,643.0,122.2
